Tweet,Target 1,Stance 1,set
The controversial energy source comes to life when microscopic atoms unleash a powerhouse of energy through either fusion ( combining with other atoms ) or fission ( splitting from other atoms ) .,nuclear energy,NONE,train
And you keep throwing back BIG OIL .,nuclear energy,NONE,train
"You can not prevent CO2 emission altogether and as long as a MSR run as a standard thermal power plant you can not prevent the release of methane , water vapor and CO2 from cooling water .",nuclear energy,AGAINST,train
"But before you do , bear in mind that if it involves a lubricant , I ’m not interested .",nuclear energy,NONE,train
"TMI was an example of a normal accident because it was "" unexpected , incomprehensible , uncontrollable and unavoidable "" .",nuclear energy,AGAINST,train
My experience has been that one of the few actions that politicians can effectively accomplish is to direct the flow of vast quantities of money and effort .,nuclear energy,NONE,train
"This process releases a lot of heat energy , and can start a chain reaction releasing even more heat .",nuclear energy,NONE,train
The source and the author 's copyright must be displayed .,nuclear energy,NONE,train
"Fast Spectrum Molten Salt Reactor Options ORNL July 2011 has a section on “ Front – end processing system options for used LWR fuel ” , covering the chemistry .",nuclear energy,NONE,train
"We are true amateurs , which means that we have an intense interest in our subject and derive no monetary reward from our efforts .",nuclear energy,NONE,train
The anti-uranium movement has used a wide variety of methods to inform and involve the community .,nuclear energy,AGAINST,train
Thirdly it has n't happened for many years in most countries .,nuclear energy,FAVOR,train
Post-hippies such as Lovins rephrased their limits to growth as pro-growth .,nuclear energy,NONE,train
"Both of these plants were licensed by the NRC after extensive proceedings , which included preparation of Environmental Impact Statements ( EIS 's ) .",nuclear energy,FAVOR,train
What orifice did you pull this 33 % figure out of ?,nuclear energy,NONE,train
"We use a Creative Commons Attribution NoDerivatives licence , so you can republish our articles for free , online or in print .",nuclear energy,NONE,train
"U.S. nuclear experts question whether filling the reactors with hundreds of tons of water is n’t also raising the possibility of a rupture in the containment vessel , which would trigger a massive further release of radioactivity .",nuclear energy,AGAINST,train
Energy efficiency is more important than nuclear power .,nuclear energy,AGAINST,train
The novel is free online at the moment at http://RadDecision.blogspot.com .,nuclear energy,NONE,train
"The World Nuclear Association argues that : "" Obviously sun , wind , tides and waves can not be controlled to provide directly either continuous base-load power , or peak-load power when it is needed , ... "" "" In practical terms non-hydro renewables are therefore able to supply up to some 15 – 20 % of the capacity of an electricity grid , though they can not directly be applied as economic substitutes for most coal or nuclear power , however significant they become in particular areas with favourable conditions . """,nuclear energy,FAVOR,train
It is futile to expect the government on its own - whatever its platform may be - to readily oppose aspects of the nuclear fuel cycle .,nuclear energy,AGAINST,train
There is no shortage .,nuclear energy,NONE,train
"Most politicians began to stress that nuclear was a “ transient ” technology but not the future , and after 1989 no new commercial nuclear power stations were built .",nuclear energy,NONE,train
If terrorist came they could target a nuclear plant then hundreds of people will die .,nuclear energy,AGAINST,train
"It is , and it is not only safe , clean and inexhaustible , but also a fuel that is free .",nuclear energy,FAVOR,train
How many electric vehicles could be powered by 50 or 100 more nuclear power plants ?,nuclear energy,FAVOR,train
Is this what you stand for ?,nuclear energy,NONE,train
And makes electricity Australia is the only country that does n't have nuclear power .,nuclear energy,NONE,train
"If Rod would post the comment , with links , that his moderation protocol has blocked , you could see for yourself .",nuclear energy,NONE,train
Australia has most of the worlds uranium and if Australia has that much they should start using it or selling it.Therefore I think that is enough reasons to have to start having more nuclear plants .,nuclear energy,FAVOR,train
great Bertrand Russell quote – thank you Mike Conley for posting it .,nuclear energy,NONE,train
Technologies for breaking-down radioactive waste are being developed .,nuclear energy,FAVOR,train
"October , 2001 : "" The Chernobyl plant explosion released radiation into the surrounding area .",nuclear energy,AGAINST,train
Our position of astounding privilege can lead to badly warped perspectives .,nuclear energy,NONE,train
"Many of the arguments , methods , and focusses of the Australian anti-uranium movement have been adapted from overseas movements to the Australian situat1on .",nuclear energy,NONE,train
"It does not take a physicist to come to some understanding and approval of nuclear energy , just some open-minded investigation .",nuclear energy,FAVOR,train
"That , however , may be changing .",nuclear energy,NONE,train
"For example , the Australian Science and Technology Council inquiry set up in November 1983 to investigate Australia 's role in the nuclear fuel cycle has terms of reference which assume the continuation of uranium mining .",nuclear energy,NONE,train
Why was the nuclear option taken ?,nuclear energy,NONE,train
We need to campaign more vigorously for conservation .,nuclear energy,NONE,train
"February 5 , 2006 : "" In recent years , several electric utilities have emerged as nuclear-power specialists , reaping economies of scale and building expertise that enables them to run safer , more secure operations .",nuclear energy,FAVOR,train
The nuclear bomb was not simply invented .,nuclear energy,NONE,train
"Swiss utility BKW AG already plans to shutter Muehleberg in 2019 , citing the high costs of maintenance and operations .",nuclear energy,AGAINST,train
Many energy companies have created special nature parks or wildlife sanctuaries on plant sites .,nuclear energy,FAVOR,train
Any means for breaking information monopolies will be helpful to the opposition .,nuclear energy,NONE,train
"Helen Caldicott has said : "" ... in essence , a nuclear reactor is just a very sophisticated and dangerous way to boil water -- analogous to cutting a pound of butter with a chain saw . """,nuclear energy,AGAINST,train
"In recent years there has been a slowdown of electricity demand growth and financing has become more difficult , which impairs large projects such as nuclear reactors , with very large upfront costs and long project cycles which carry a large variety of risks .",nuclear energy,AGAINST,train
"It is safer , cleaner with very little radiation because of how the energy is produced and processed .",nuclear energy,FAVOR,train
"In either case , longer-lived fission products could be returned to the salt for fast neutron destruction , albeit with relatively low efficiency because of their primarily thermal absorption cross sections .",nuclear energy,NONE,train
"Indeed , the campaign was eventually sabotaged when the Federal executive of the union staged a ' coup ' against the radical NSW branch .",nuclear energy,NONE,train
The cost of uranium will spike : The amount of uranium is limited and will decline with more nuclear power plants .,nuclear energy,AGAINST,train
His book is full of easily understandable graphs that make all the necessary comparisons in order to see magnitudes in context .,nuclear energy,NONE,train
The same is true of increased efficiency and conservation .,nuclear energy,NONE,train
"A PRA must be done separately for each power plant ( at a cost of $ 5 million ) but we give typical results here : A fuel melt-down might be expected once in 20,000 years of reactor operation .",nuclear energy,FAVOR,train
The radiation has even caused genetic mutations in children whose parents were exposed to the radiation .,nuclear energy,AGAINST,train
"To see the methodology of the transfer , click here .",nuclear energy,NONE,train
"Uranium mining can use large amounts of water — for example , the Roxby Downs mine in South Australia uses 35 million litres of water each day and plans to increase this to 150 million litres per day .",nuclear energy,AGAINST,train
"Should this prevent the further development of nuclear energy , particularly if it is believed that nuclear energy is part of the solution to the global warming crisis ?",nuclear energy,FAVOR,train
"The dominant political system makes social responsibility and the determination of ends , which should be everyone 's concern , the concern of a specialised few .",nuclear energy,NONE,train
People around the world stood aghast at the apocalyptic destruction wreaked on Japan during a few hellish minutes when the United States dropped the nuclear bombs Little Boy and Fat Man on the cities of Hiroshima and Nagasaki .,nuclear energy,AGAINST,train
"However , this harm is simply too remote from the physical environment to justify requiring the NRC to evaluate the psychological health damage to these people that may be caused by renewed operation of TMI-1 .",nuclear energy,NONE,train
Those most committed to nuclear power are not experts in dealing with the media .,nuclear energy,NONE,train
It 's still radioactive and potentially deadly .,nuclear energy,AGAINST,train
"Thats why I find it baffling that the participants here are not vocally unsupportive of these assassinations , past and hopefully not present .",nuclear energy,NONE,train
"So now it 's up to the experts to weigh up all those pros and cons , and figure out whether SA should harness the mighty but controversial power of the humble atom .",nuclear energy,NONE,train
"By promoting local initiative and nonviolent direct action , local groups provide an alternative to the state where power is based on centralised administration and on violence .",nuclear energy,NONE,train
Nuclear power provides other benefits in addition to clean air .,nuclear energy,FAVOR,train
"Taxpayers , not nuclear industry , assume risks of disaster "" 6 reasons against nuclear energy "" .",nuclear energy,AGAINST,train
"Finally , nuclear power can provide a reliable , steady stream of electricity that 's not dependent on a shining sun or blowing winds , giving it an advantageâ € ” in some people 's minds â € ” over its renewable competitors .",nuclear energy,FAVOR,train
"Palo Alto , California ( CNN ) -- If our nation wants to reduce global warming , air pollution and energy instability , we should invest only in the best energy options .",nuclear energy,FAVOR,train
"Considering that most politicians see it as political suicide even to mention nuclear power , why would we expect them to mention it ?",nuclear energy,NONE,train
"When the NRC decided not to take evidence of these contentions , PANE filed a petition for review in the Court of Appeals , contending that the National Environmental Policy Act ( NEPA ) , inter alia , required the NRC to address its contentions .",nuclear energy,NONE,train
"Swiss Green Party advocates for a quicker atomic power exit have cited worries about an aging atomic capability , with Beznau I the oldest operating nuclear power station in the world , having been started in 1969 .",nuclear energy,AGAINST,train
This post that has n’t appeared yet has an interesting graph oh how much monies are recieved if you are a democrat ; a republican that has n’t spoken out denying AGW ; or a republican that has spoken out denying AGW .,nuclear energy,NONE,train
"At the $ 6/W figure which Vogtle seems to be coming in at , about 3.5 TW worth .",nuclear energy,NONE,train
"Furthermore , nuclear reactors are so dangerous and so risky to build that no insurance company is even willing to insure such reactors against disasters or terrorist attacks .",nuclear energy,AGAINST,train
"Today , the nuclear stockpile of the United States , which stands at over 7,000 warheads — some of which are still kept in permanent readiness — could alone destroy planetary life several times over .",nuclear energy,AGAINST,train
Proponents also believe that nuclear power is the only viable course to achieve energy independence for most Western countries .,nuclear energy,FAVOR,train
"Nuclear reactors are major targets for terrorists : Because of the potential threat of mass destruction , nuclear power plants are major targets for terrorists .",nuclear energy,AGAINST,train
The main institutional opponents of the measure were the government and energy companies .,nuclear energy,NONE,train
The corrosion was solved when the nickel-hastalloy was developed .,nuclear energy,NONE,train
"This seems best illustrated by some of the materials and tapes available regarding how Pres Nixon and the I think , Adm , in charge of the Nautililus Sub project were able to stop the TMSR research in its tracks .",nuclear energy,NONE,train
Anti-nuclear movements started in Germany in the 1970s when local initiatives organised protests against plans to build nuclear power stations .,nuclear energy,NONE,train
The media are also afraid to mention nuclear power .,nuclear energy,NONE,train
"Yes , but the choice of methods is not straightforward or automatic .",nuclear energy,NONE,train
"Solar , wind , geothermal , hydro and other forms of green power are cheaper , cleaner , safer , faster to build , require no federal limits on liability and create no radioactive waste .",nuclear energy,AGAINST,train
"One design , the Generation IV Integral Fast Reactor , goes even further in providing an answer to the waste problem through recycling and use of all the energy available in the fuel .",nuclear energy,FAVOR,train
"I do n’t understand why this is n’t obvious to everyone , or why Dr. Calibrese does n’t point it out .",nuclear energy,NONE,train
"Thus , LFTR requires public subsidy and public underwriting .",nuclear energy,NONE,train
The NRC 's Licensing Board has ruled that the EIA was adequate and that no EIS is required .,nuclear energy,NONE,train
Widespread commercial take up is severely limited due to popular misconceptions about the dangers of nuclear power .,nuclear energy,FAVOR,train
"Organizations like the Sierra Club forcefully argue against the "" numerous issues "" that dog nuclear energy — despite the fact that , as backers point out , there has n't been an accident on U.S. soil since Three Mile Island 's meltdown in 1979 .",nuclear energy,FAVOR,train
IT IS PROPAGANDA for the low information audience and the green zealots .,nuclear energy,AGAINST,train
"If these plants are shuttered , their output will be replaced in many cases by natural gas generation , which will increase greenhouse gas emissions , as has occurred after recent nuclear plant closures in Vermont and Wisconsin .",nuclear energy,FAVOR,train
"In addition , nuclear power takes up much less real estate to generate the same amount of power that wind or solar would .",nuclear energy,FAVOR,train
"The authors arrived in part at their imaginary figure by attributing every death that occurred to the radiation from Chernobyl , as though suddenly all other causes of death stopped for the time being .",nuclear energy,FAVOR,train
Nuclear power was developed alongside nuclear weapons during the 1950s .,nuclear energy,NONE,train
One of the pieces he wrote there was about Helen Caldicott .,nuclear energy,NONE,train
There are striking parallels between the GMO debate and the nuclear power debate .,nuclear energy,NONE,train
"The benefits of nuclear energy are outweighed by weapons-use risks Michael Levi , Council on Foreign Relations Fellow for Science and Technology .",nuclear energy,AGAINST,train
"An action is a ' once-off ' event such as a rally , march , blockade or lobbying a particular politician .",nuclear energy,NONE,train
"World War II ended and so began the nuclear race alongside the Cold War - the two issues tied inextricably to developing weapons with greater power , and to provide even greater energy needs in east and west .",nuclear energy,NONE,train
"Keeley said the market "" is n't delivering to us what we actually want , "" but instead is providing a "" flood of electricity from super-cheap natural gas , which is cleaner than coal but is n't really clean . """,nuclear energy,FAVOR,train
"According to the World Health Organisation , worldwide fossil-fuel pollution is responsible for three million deaths a year . """,nuclear energy,FAVOR,train
"And it is incorrect to call it waste , because 95 percent of the potential energy is still contained in the used fuel after the first cycle .",nuclear energy,FAVOR,train
How practical is nuclear power now and for the future ?,nuclear energy,NONE,train
"A September 2004 study by Dr. Ed Lyman of the Union of Concerned Scientists , using the NRC ’s own analysis method , found that a worst-case accident or attack at the Indian Point nuclear plant 35 miles north of New York City could cause up to 43,700 immediate fatalities and up to 518,000 long-term cancer deaths .",nuclear energy,AGAINST,train
You can find out more about both of them and their actual programs through searches on Atomic Insights .,nuclear energy,NONE,train
I ’ll bet this functionality will be beneficial even at several times background radiation .,nuclear energy,FAVOR,train
"When we blindly follow gurus of any sort , the wilder and more outlandish their claims , the more credulous we become .",nuclear energy,NONE,train
At Fukushima we have the worst industrial disaster ever .,nuclear energy,AGAINST,train
"Reactors , with the piles of nuclear materials , are prime terrorists targets .",nuclear energy,AGAINST,train
And how has his “ support ” actually benefitted NE ?,nuclear energy,NONE,train
"In 2001 the Economist , a publication with its heart firmly in the camp of “ free-market ” capitalism wrote : “ Nuclear Power , once claimed to be too cheap to meter , is now too costly to matter . ”",nuclear energy,AGAINST,train
"Secondly , Australia is a stable country so we will rarely have natural disasters.Thirdly , it is a back up power source in case we run out of resources .",nuclear energy,FAVOR,train
There are numerous reports ( Google it ) that they are getting older but are still alive and fit .,nuclear energy,NONE,train
I was hoping to see real discussion of the challenges in getting nuclear power deployed ASAP .,nuclear energy,NONE,train
"An explosion and fire released large quantities of radioactive contamination into the atmosphere , which spread over much of Western USSR and Europe .",nuclear energy,AGAINST,train
"Some of the rural communes and ' alternative lifestyle ' communities , such as Nimbin and some religious retreats , have begun taking steps in these directions .",nuclear energy,NONE,train
"Rajendra Pachauri , chairman of the IPCC , said the necessary investment in renewables would cost only about 1 % of global GDP annually .",nuclear energy,FAVOR,train
"If abundance of cheap energy is available then that changes the landscape , we no longer need to insure future oil and coal supply , so no need to tear up other countries and pursuing these ends .",nuclear energy,FAVOR,train
The fast 10 days ( or similar ) cycle is needed if one wants to effectively separate Pa in a single Fluid LFTR .,nuclear energy,NONE,train
"Twenty-three of the 104 operational nuclear reactors in the United States are built on the same 1960s design , and by the same company — General Electric — as the reactors at Fukushima .",nuclear energy,NONE,train
"The right-leaning R Street Institute released a report this week that found no economic justification for financially supporting reactors that have been disadvantaged by cheap natural gas , state clean energy programs and federal tax incentives for wind .",nuclear energy,AGAINST,train
This helps make each person 's contribution important .,nuclear energy,NONE,train
"I find no reason to trust Rich at this point , despite your attempt to white wash his manner of presenting his argument .",nuclear energy,NONE,train
"For example , rural communes which aim at self-sufficiency as an end in itself do not fundamentally challenge the structures which trap most people into alienating and destructive lifestyles .",nuclear energy,NONE,train
There are many notable authors of books and articles that render scientific findings available in lay language to a wider public .,nuclear energy,NONE,train
It is precisely those species of living organisms that did develop those defenses that have survived natural selection .,nuclear energy,NONE,train
The cons are not so clear .,nuclear energy,NONE,train
"True liberals who value their neighbors and wish them to have ever increasing opportunities to pursue life , freedom , and individual decision-making have never been opposed to nuclear energy if they knew anything about it .",nuclear energy,FAVOR,train
The original opposition to uranium mining was stimulated from activists familiar with overseas opposition .,nuclear energy,NONE,train
"We need a safe , genuinely sustainable , global and green solution to our energy needs , not a dangerous diversion like nuclear power .",nuclear energy,AGAINST,train
A key role of governments in capitalist countries is maintaining the conditions necessary for corporate profit-making .,nuclear energy,NONE,train
It can cause genetic mutations which lead to cancer .,nuclear energy,AGAINST,train
It ’s a rant based on ignorance .,nuclear energy,NONE,train
A quantity that occupies a sixteen metre sided cube .,nuclear energy,NONE,train
"Once the realm of science fiction , and a technology so far proving elusive , is the opposite effect - nuclear fusion .",nuclear energy,NONE,train
"It ’s quite dangerous , but thanks to obviousness of the danger , precautions are taken .",nuclear energy,FAVOR,train
"April/May 2006 : "" The best case against nuclear power as a global warming remedy begins with the fact that nuclear-generated electricity is very expensive .",nuclear energy,AGAINST,train
"Unless , of course , you have up invented the holy grail of intermittent power sources – a really good storage device , which is highly doubtful .",nuclear energy,NONE,train
"The total figures for deaths found by UNSCEAR and other international medical investigatory organizations was around 60 , which included 15 deaths over the ensuing years from thyroid cancer among those residents exposed as children and a number of delayed deaths among clean-up workers whose causes of death could in any way be related to radiation exposure .",nuclear energy,AGAINST,train
"Second , spent Uranium has to be disposed of and dealt with at one point even if it is reprocessed and the radioactivity of it remains .",nuclear energy,AGAINST,train
"Prospects for nuclear energy as an option are limited , the report found , by four unresolved problems : high relative costs ; perceived adverse safety , environmental , and health effects ; potential security risks stemming from proliferation ; and unresolved challenges in long-term management of nuclear wastes . ”",nuclear energy,AGAINST,train
"Our national standards are inadequate in protecting the workers or our most vulnerable citizens , our children .",nuclear energy,NONE,train
Personally I would task/reward/encourage every University in the UK to produce a working Thorium Reactor model every year .,nuclear energy,FAVOR,train
Much effort and discussion was expended by both Rich and I on a USELESS premise .,nuclear energy,NONE,train
"Radiation is like virtually all other agents , both chemical and physical , to which life has been exposed during the 3 billion or so years of life on earth .",nuclear energy,FAVOR,train
AGW triva : Fossil energy use has changed ocean pH from 8.179 to 8.069 ( from : https://en.wikipedia.org/wiki/Ocean_acidification ) .,nuclear energy,NONE,train
They agreed to limit the lifespan of nuclear power stations to 32 years .,nuclear energy,NONE,train
"Although the spent fuel is highly radioactive at the moment it is brought out of the reactor , this same characteristic means that it rapidly loses radioactivity .",nuclear energy,FAVOR,train
By suitable means a chain reaction is allowed to continue in a controlled manner .,nuclear energy,NONE,train
[ Footnote 3 ] Four members of the Commission filed individual opinions .,nuclear energy,NONE,train
China will have to decarbonize at 4 percent .,nuclear energy,NONE,train
"Finally , we consider ourselves fortunate to be in the company of many of the aforementioned nuclear engineers and scientists and biological hormesis researchers who have also been accelerating their attempts to reach the public with the truth about nuclear energy and radiation , in order to educate and mitigate the public ’s phobic response , and to combat the anti-nuclear disinformation campaign .",nuclear energy,FAVOR,train
Therefore the world can not free itself from nuclear weapons while reactors and nuclear fuel chain facilities such as uranium enrichment and reprocessing factories exist .,nuclear energy,AGAINST,train
"Within state bureaucracies , corporations and the scientific community , women are discriminated against through job and career structures which concentrate men into the most powerful positions .",nuclear energy,NONE,train
"“ The resolution failed to pass , however , receiving just four percent of shareholder backing . ”",nuclear energy,NONE,train
Something you think the marketing people came up with ?,nuclear energy,NONE,train
the first two words are “ A truer ” I did not say nor mean to imply “ THE TRUE ” and the fact that all of the numbers are equal Obviously also implies that it is a SWAG .,nuclear energy,NONE,train
We do not believe this line is so easily drawn .,nuclear energy,NONE,train
Thorium is only ever added to the system .,nuclear energy,NONE,train
"Unless we look into a topic ourselves , and follow both sides of the debates until we can tentatively make up our own minds , we risk being sealed into the Pied Piper ’s cave .",nuclear energy,NONE,train
We need all the electricity sources we can get .,nuclear energy,FAVOR,train
"While recycling efforts of this waste product have been undertaken in recent years , the storage of the by-product could lead to contamination through leaks or containment failures .",nuclear energy,AGAINST,train
Each nuclear power plant costs around £ 5 billion to build .,nuclear energy,AGAINST,train
"Commonly used methods include leaflet distribution , articles , talks , discussions , films , petitions , rallies , marches , vigils and street theatre .",nuclear energy,NONE,train
This process alone is the base of several advantages and disadvantages for this energy source .,nuclear energy,NONE,train
"Despite assurances from U.S. politicians and the nuclear industry that a similar disaster “ could n’t happen here , ” the possibility of a nuclear accident in the United States is very real .",nuclear energy,AGAINST,train
"Here , the federal action that affects the environment is permitting renewed operation of TMI-1 .",nuclear energy,NONE,train
"Likewise , successes of the Australian movement , in particular the mobilisation of much of the labour movement against uranium mining , have been an inspiration to overseas movements .",nuclear energy,NONE,train
thirdly where would we put all the waste from the nuclear power .,nuclear energy,AGAINST,train
Their chance of success is good because of Canada ’s less rigid regulator the CNSC .,nuclear energy,NONE,train
Any limitation to liability for decommissioning costs will be a subsidy .,nuclear energy,NONE,train
Thus for example government action to stop mining would be likely to take place only if there were mass mobilisation on the issue .,nuclear energy,NONE,train
"Japan turned off its 50 nuclear power reactors in the wake of Fukushima , but the government decided in 2014 to start operating reactors again after a security check .",nuclear energy,FAVOR,train
NEPA does not require consideration of stress caused by the symbolic significance individuals attach to federal actions .,nuclear energy,NONE,train
But just because nuclear technology can be put to evil purposes is not an argument to ban its use .,nuclear energy,FAVOR,train
"October 4 , 2009 : "" Professor David MacKay , the government ’s chief scientific adviser on climate change , has said what many people have long believed .",nuclear energy,NONE,train
"The U.S. government and other governments around the world are enamored with nuclear power neither for its supposed environmental benefits ( as if that were n’t a sick joke anyway ) nor for its reliability , safety , or economic superiority .",nuclear energy,NONE,train
"The 54 % opposing it is up significantly from 43 % a year ago , while the 44 % who favor using nuclear energy is down from 51 % .",nuclear energy,AGAINST,train
This appears to have resulted in more Americans prioritizing environmental protection and fewer backing nuclear power as an alternative energy source .,nuclear energy,AGAINST,train
"There are cleaner , safer and cheaper alternatives available that can produce our electricity without using nuclear or fossil fuels .",nuclear energy,AGAINST,train
There is only 50 years worth of high uranium ores left in the world .,nuclear energy,AGAINST,train
NEI is pushing back at that report .,nuclear energy,NONE,train
Learn more with Nuclear Power 101 .,nuclear energy,NONE,train
I do n’t see Keynes criticising the central Malthusian doctrine of limits to growth .,nuclear energy,NONE,train
"Also , I am not the only one who strongly believes that it is fear of the anti-nuclear crowd that prevents politicians from mentioning nuclear power .",nuclear energy,NONE,train
Today it is capitalism that constitutes the main obstacle to the growth of genuine science for the people .,nuclear energy,NONE,train
Solar power is more renewable and cleaner .,nuclear energy,AGAINST,train
I doubt anything more than the almighty dollar figured into their actions .,nuclear energy,NONE,train
"Rather than just pushing for equal opportunity for women and other groups within the existing structures , these struggles can be linked with pressure to redefine the direction and organisation of bureaucracies , for example by reducing the number of levels in the hierarchy , sharing of tasks and allowing freedom for groups to organise their work collectively .",nuclear energy,NONE,train
"Changes in personal lifestyle , such as riding a bicycle , arranging for recycling of paper and food scraps , or reconsideration of wasteful consumption habits , can make a contribution to environmental goals .",nuclear energy,NONE,train
"Nearly 55 percent of voters turned down the initiative , with 45 percent favouring it in a vote that was part of the Swiss system of direct democracy giving citizens a final say on important issues .",nuclear energy,NONE,train
" [ W ] e can now move forward to preserve and enhance our air , aquatic , and terrestrial environments . . . to carry out the policies and goals set forth in the bill to provide each citizen of this great country a healthful environment . ",nuclear energy,FAVOR,train
"I understand it from Paul , as Obama and liberalism is the target of religious and political zealotry that knows no reason .",nuclear energy,NONE,train
"In contrast , 71 % thought their country "" could almost entirely replace coal and nuclear energy within 20 years by becoming highly energy-efficient and focusing on generating energy from the Sun and wind "" .",nuclear energy,AGAINST,train
It does n't depend on fossil fuels and is n't affected by fluctuating oil and gas prices .,nuclear energy,FAVOR,train
The planned growth of civilian nuclear power programmes led to increased interest in large scale mining .,nuclear energy,NONE,train
"To build this base , several principles are important .",nuclear energy,NONE,train
And Half of the power coming from these solar furnaces will be coming from NarGas .,nuclear energy,NONE,train
"Retrieved 1.24.08 : "" The 9/11 Commission noted in June 2004 that al Qaeda ’s original plan for September 11 was to hijack 10 airplanes and crash two of them into nuclear plants .",nuclear energy,NONE,train
"And do they not realize that in an environment of systemic scarcity , capitalism ’s “ losers ” are more likely to turn not to socialism but rather to murderous tribalism ?",nuclear energy,NONE,train
"However , I rarely see the generalizations about liberals and liberalism , offered by a few here , challenged by your readership and the commenters who participate here .",nuclear energy,NONE,train
With a lot of hard work * hopefully * we will land somewhere between a catastrophe and loss of most of the web of life as we know it .,nuclear energy,AGAINST,train
What concerns surround nuclear waste ?,nuclear energy,NONE,train
"While different plants use different materials that have different levels of safety , and with different outputs , each fuel source has a different depth of reserve .",nuclear energy,NONE,train
"Reverting back to nuclear energy is a grave and dangerous move on Japan ’s part , a move that could potentially threaten the entire globe .",nuclear energy,AGAINST,train
Neither did the word “ greed ” .,nuclear energy,NONE,train
It is said that the world 's uranium fuel supply should last in the region of 90 years ( 15 ) - which is not a huge amount of time ; the oil reserve is said to be around sixty years .,nuclear energy,AGAINST,train
Jennifer Trainer is a writer and editor .,nuclear energy,NONE,train
"As one of the more sought after undergraduate degrees , graduates should not have too much trouble getting entry level jobs .",nuclear energy,NONE,train
"The United Nations has since called upon world leaders to improve security in order to prevent radioactive material falling into the hands of terrorists , and such fears have been used as justifications for centralized , permanent , and secure waste repositories and increased security along transportation routes .",nuclear energy,AGAINST,train
"Nuclear power is alleged to be beneficial , but uranium mining is a severe cultural threat to Aborigines , who are already a strongly oppressed group in Australia .",nuclear energy,AGAINST,train
You ’re talking about a tiny slice of the readership with that statement .,nuclear energy,NONE,train
Connecting wind farms over large areas through transmission lines smoothes power supply .,nuclear energy,NONE,train
The United States ' INDC up to 2030 would require the nation to decarbonize at a rate of 6 percent .,nuclear energy,NONE,train
You Can Put Neucler Waste In Less Populated Areas .,nuclear energy,FAVOR,train
Why it is still not being used ?,nuclear energy,NONE,train
I ’d state it differently .,nuclear energy,NONE,train
"The Chernobyl plant lacked a fundamental safety structure found in western plants , a steel-reinforced concrete shell that completely encapsulates the nuclear reactor vessel .",nuclear energy,FAVOR,train
"Of the 10 nations which have developed nuclear weapons ‘ six did so with political cover and/or technical support from their supposedly peaceful nuclear program – India , Pakistan , Israel , South Africa , North Korea and France ’ 3 .",nuclear energy,FAVOR,train
"Retrieved 1.24.08 : "" Yucca Mountain .",nuclear energy,NONE,train
"The right , of course , never had to ditch their economics .",nuclear energy,NONE,train
Managers of Nuclear power plants will support it because their CEO supports it because The electric utility makes money from the Green Plague .,nuclear energy,NONE,train
The reserves of uranium ores used to generate nuclear power are going to run out .,nuclear energy,AGAINST,train
"Education , rallies , marches , petitions and civil disobedience sometimes do little to challenge the structures underlying nuclear power .",nuclear energy,NONE,train
You ’re just treading water .,nuclear energy,NONE,train
Cons Nuclear power has proven extraordinarily controversial over the decades .,nuclear energy,NONE,train
But few are explaining that it is going to take 1/2 of our GDP to make Obama ’s dream come true .,nuclear energy,NONE,train
I stand with Rod in distrusting the motives and honesty of some political proponents of NE .,nuclear energy,NONE,train
Indeed it would be difficult to imagine the development of nuclear weapons in a society where feminine values predominated .,nuclear energy,NONE,train
The NRC has also considered this effect .,nuclear energy,NONE,train
"By the end of the 1950 's , the technology was used by eastern and western powers and most First World countries had at least one nuclear power plant before 1960 ( 3 , p1 ) .",nuclear energy,NONE,train
"While it may be theoretically possible to stabilize the climate without nuclear power , in the real world there is no credible path to climate stabilization that does not include a substantial role for nuclear power .",nuclear energy,FAVOR,train
Rallies and legal challenges against individual projects were supported locally across party lines .,nuclear energy,NONE,train
"For example , it is necessary to have nuclear physicists , nuclear engineers , plant technicians and construction workers in order to conceive , design and build a nuclear power plant .",nuclear energy,NONE,train
The U.S. Navy has been safely operating nuclear reactors on ships for over 50 years .,nuclear energy,FAVOR,train
"Numerous unresolved problems remain with the geologic and hydrologic suitability of the proposed site , and serious questions have been raised about its ability to contain highly radioactive waste for the time required . """,nuclear energy,AGAINST,train
"Students also cite other characteristics , such as national security , domestic availability of fuels and technologies , and electric grid stability .",nuclear energy,NONE,train
Similarly ' direct action ' could only succeed if popular support were so great that the government refused to use sufficient force to physically overcome the resisters .,nuclear energy,NONE,train
I feel like an atheist in the middle of a Taliban religious meeting when around them .,nuclear energy,NONE,train
"In their comparison , deaths per TW-yr of electricity produced from 1970 to 1992 are quoted as 885 for hydropower , 342 for coal , 85 for natural gas , and 8 for nuclear .",nuclear energy,FAVOR,train
Use of nuclear power by the U.S. will encourage nuclear proliferation by third-world countries and often leads to nuclear weapon development and the risk of nuclear war .,nuclear energy,AGAINST,train
His figures show that nuclear energy is the only source that can challenge the climate-changing and environment-destroying fossil fuels for supremacy in providing the world ’s energy needs .,nuclear energy,FAVOR,train
So what 's the big deal about nuclear energy ?,nuclear energy,NONE,train
Activists should pose the issues of long term outcomes and the desirability of the social goals which bureaucracies implicitly aim for .,nuclear energy,NONE,train
Seems to me you ’re grabbing for a flotation device that wo n’t provide you with any bouyancy .,nuclear energy,NONE,train
"The most important activity here is regular liaison and consultation , and encouragement for people in different types of groups or working alone to attend occasional meetings or maintain routine contact .",nuclear energy,NONE,train
