Tweet,Target 1,Stance 1,Opinion Towards,Sentiment,Tweet Id
"@GerryPoling1 @dbltrouble247 @JoyAnnReid Schools employ janitors, no split schedule; kids back full time and teachers have health insurance through the unions!  Problem solved!",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
"@realDonaldTrump @CDCgov They will@make sure that schools do not open and also make sure there is a second wave. Unless you stop this madness, the economy will falter again and you will not win the election. ACT NOW! #sheeple",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@aebrennen So true. Your teachers need to focus on what they need to do to get ready for the fall semester. Teachers are planning right now. Let them know what the expectation will be. Online learning is a temporary situation. #SchoolReopening,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
"@HillaryClinton Citizens shouldn’t be subject to infection via contact w/ protesters, unknowingly. For protesting to be more important than church, businesses, and schools remaining open shows our country has a biased view of what is effective against this shit and what isn’t.",school closures,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"Due to Covid-19, the country was in lockdown state.  Private institutions are badly suffering including their faculty staff and students.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
"@Liberty_Ctr @pnjaban @IngrahamAngle Schools must provide in person learning options for children, all children have a right to equal access to education.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
#SaveOurSchools Digital India will become Damaged India. Revoke the order and let schools function @imBhupendrasinh  #RightToTeach @vijayrupanibjp @HRDMinistry,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
@GovNedLamont @pfizer Why do we need a vaccine!  We have clearly reached herd immunity here in CT.  Why would anyone take a new vaccine with possible side effects? #OPENAMERICANOW,school closures,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@pr0mode I'm thinking that if kids going into college thing that 15% of $8,000 is about $300.00 that we really need school choice and to open up schools now.

#SchoolChoice",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
"My question to South Africa is....till when are you going to sit at home and wait for things to go back to normal,what if things never go back to normal,what if the vaccine takes 10 years to reach you,think about that too.",school closures,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
Please reopen the schools,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
"@JoeSilverman7 When my kid started preK, we were at the docs once per month. Doc always said, hang in there, it’s better for him. Fast forward 6 years:other than well visits and vaccines, he hasn’t been sick. I’m willing to take my chances as a high risk mom...",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
Schools need to open. It can be done safely. My children deserve to go to school. They WANT to go to school. @GavinNewsom,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
"Is shutting down schools going to affect teacher and learner's mental health? 

#OurFutureNeedsYou
#WellnessWednesday",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
the fact that my district isn’t closing the schools because no student has the corona virus (that we know of) when the hospitals are saying that there WILL be an outbreak is ridiculous.,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.24E+18
"@imBhupendrasinh @vijayrupanibjp @CMOGuj
Your order is equivalent. How can schools teach without getting paid?",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Alcohol was banned with immediate effect because it provides no tenders for creedy comorates, school will proceed due to the fact that they have tenders in schools, ppes, feeding schemes, transportation, etc",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
"You can go to grocery stores, schools should be easy!",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
@FOX10Phoenix the boys &amp; girls clubs are OPEN for business &amp; the Governor @dougducey can't figure out how to open Schools !!!! Do you see the insanity in your story just now? #OpenArizona,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"#Covid19 killed 58 children under age 18. most are asymptomatic.  in 2017-18, the seasonal flu killed 188 children in the same age bracket. if they want to rely on data to open schools, I'm all for it. seems like a slam dunk to me.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
Massachusetts governor Charlie Baker as well as Massachusetts State Democrats are trying to get Fed funding for daycare. Now if they can open daycares they surely can open schools. I believe coronavirus doesn't discriminate between toddlers n school-age children.,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"It’s so great to know that all the rich Tory politicians can shield their elderly &amp; at risk loved ones while the rest of us, who can’t afford to stay at home, can just fuck off &amp; die :hugging_face: #Covid_19 #COVID_19uk #CoronavirusPandemic #coronavirus",school closures,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.24E+18
"Since teachers are afraid to reopen schools for the fear of catching Covid, then maybe we should just bring the classroom to Walmart since most of them probably have no problem going in there.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@AmitCTweets @vijayrupanibjp @myogiadityanath @DrRPNishank @mlkhattar @msisodia @NitishKumar @OfficeofSSC @OfficeofUT @swarup58 @PandaJay No Crime can be bigger than  the  crime  of  halting teaching by Private Schools.,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@ChuckCallesto Start protesting parents and everyone who wants the Economy to be stable. 
The pandemic is not as bad as initially thought.  Every child should be allowed to go to school as normal.  Face masks also make zero sense.  99.95 chance of survival and rising!",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@JRubinBlogger He doesn’t want to kill any kids. :woman_facepalming:
Using your misguided logic KIDS can NEVER go back to school until they ERADICATE the FLU!!
The Flu is more deadly to kids than the Coronavirus!",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@Gagan2627 Let's be careful what we wish for. If govt schools were working fine, India would not have needed private schools. School owners pay teachers, rentals &amp; other expenses from the fee that parents pay. With FRC, anyways, there is control on fee. What more is needed?",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@nycjim @PressSec Every European country has their schools open No Super Spreaders get a grip open up the schools . . As far as the PresSec people make mistakes  everyone knows it was a slip of the tongue.,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"I hope all of those who are so keen to have the schools stay closed are also ok with the staff not having jobs...adios teacher aides , bus drivers etc.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@CalmdeezNutz Only idiots close schools! The science days children don't get the #KungFlu!,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"""...schools extremely important, they are essential and they must re-open"" - @PressSec",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
"#keepyourchildhome... why? Unless they have a pre-existing condition (MOST understandable), their mortality rate rounds down to ZERO %. 

""Oh, but they could become carriers!"" Then... wear your mask, right? Social distance, right? 

I smell BS.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Oh, boy! Praying for my daughter and her 2021 classmates! Looks like they will be robbed of a normal Senior year thanks to #COVID19 restrictions that are totally unnecessary! Stop this insanity!",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
Y’all want schools to shutdown but your kids are all over the streets with no masks :unamused:,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"#Democrat Leaders &amp; #Teachers Unions don't care about your children or your teachers. They're closing schools &amp; mandating elearning when the #Science demands the opposite. Children are least likely to catch #COVID19 &amp; spread it to teachers, parents, &amp; grandparents.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
Anyone opposing the shut down of schools is crook.,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@dbongino As a teacher, I agree!!! The students are suffering without schools open and data shows there is very very low risk to kids. Teachers can mitigate risk to themselves and others. I need to teach my students where they thrive,  which is AT SCHOOL",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
I've been in online college classes. All yall are about to get dumb as fuck. #COVID19 #coronavirus,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"The govmnt is trying to prolong the closure of school so that they are able to “account” for the money that has already been looted. 

If schools close now, ba zo funa ichange ye mali e khiphiwe.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"Teachers don’t want to return

But health care, daycare, and essential workers have worked for months. 
What’s the difference?
I honestly don’t understand the resistance.
#WearAMask
#COVID19
#TeacherSafetyIsEssential
#teacher
#SchoolReopening",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Children need schools, schools need children!",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
"No fees, no classes, 
No classes, no work.
No work, no idea invent.
All of working now, teacher and student.
 
Schools have to pay salary.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@NYCMayorsOffice Follow the science, you anti Americans.  Your should be sued for not opening the schools. #DeBlasioResign #WorstMayor #DemocratsHateAmerica",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
Guess who's going to be hurt the most by keeping schools closed? Ding... ding... ding.... all they want to do is keep the divide and keep the classes separated.,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
Almost 15 Lakh teachers are unemployed due to closure of schools.,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
Take sports away and Social Interaction in schools. Your kids will have a great immune system! Way to teach your kids your saving them from the coronavirus. Bill gates and all Ted Talk technocrats have wanted online learning for years. Wake up!,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"How can you go from saying that the biggest protests in the history of the US didn’t cause a spike in coronavirus cases, to saying there isn’t a safe way to send kids back to school? Just require masks. They were good enough for the mass protests.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@AlexBerenson Teachers unions suck!
Open up the schools!

They were open months ago in Europe, China and everywhere else in the world.
Kids don’t spread the virus per the European study. 
And mask don’t work (even the fraud Fauci said in March)",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"Ekalavya gave his thumb to learn from his guru. That is the value our culture places on education, in whichever form it comes. Please allow schools to continue and do not take this away from our children. @vijayrupanibjp",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
No money for schools which refuse to open.,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@Oswego308 @OswegoIL60543 @ 
@oswegochamber  If our schools don't open in the fall I will be expecting a Tax refund similar to my reduced insurance rates.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"If we keep waiting for schools to reopen, which doesn’t seem possible in the near future, the  psychological connect and deep-rooted bonding that the children have developed with their teachers and their school will soon be lost.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Teachers help parents manage the learning needs of kids. It’s unfair to stop schools! Let parents lean on their child’s school to help the child. Why deny that? @imBhupendrasinh @CMOGuj
 #SaveOurSchools",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
"Hearing rumblings of a stay-at-home order for Texas w/in 24 hours.  @GovAbbott, don't do it.  Stay the course.

Dusting off my civil disobedience manual.  #TexasCOVID #TexasCovid19 #HerdImmunity",school closures,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@CMOGuj Will you bailout private schools with the per child expenditure of the government in a govt. School in Gujarat. If not then stop politicising education. @Francis_Joseph @AmitCTweets,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"This group representing 67,000 pediatricians believe it’s okay for your child to return to school. 

The death rate is .36% under age 65. 
Under age 20, and the death rate is almost non-existent.
The flu is deadlier to your child than coronavirus.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
Studies have  shown that the chances of children contracting  COVID-19 are next to nil . Stop throwing shade for your corrupt teachers unions .,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"All you hoax believers can send your children back to a COVID-19 incubator, but",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
So there is no #Covid_19 in Private schools?,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
#Save our schools,school closures,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.29E+18
Mr. @POTUS @realDonaldTrump :woman_raising_hand_light_skin_tone:I’m a teacher who wants to go back to teach in person. @njea doesn’t speak for me. Students first!#SchoolReopening,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@NYGovCuomo This is true which is why Politics shouldn't be involved. Too much govt involvemement destroys everything.

Democrats have totally politicized coronavirus even using students as pawns. All data shows children are not spreaders.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@BlueyBlur @GovNedLamont @teachcardona Absolutely, those who are comfortable with proper protocols should be able to bring their kids fir 5 days schools. Those not comfortable can home school. If daycares, walmart, target, stop n shoo, barbers n nail  salons can figure out waysto open so should schools !",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
"My taxes should NOT go to public schools &amp; teachers that don't open

Kids need socialization &amp; keeping them home will harm their psyche. This mandate is pushed by scared adults. Kids' immunities are strongest &amp; their COVID risk is less than any age group",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"If teachers don't do their work at schools, then they should not get paid!",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@LJ4fcps schools should be opened in the fall.,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
"@AngelaTeague12 @KTULNews Considering the younger population is much less impacted by the virus, there really isn’t a reason to keep schools closed. Plus, a letter from the American Academy of Pediatrics encourages “having students physically present in school.”",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
@FoxNewsSunday @BetsyDeVosED How ironic that the same people pretending to care about child education also want schools to stay closed and block any attempt to reform with #SchoolChoiceNow. The silver lining of quarantine may be a renewed interest in #Homeschooling which Biden WILL block!!,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@GOP @realDonaldTrump That is not what they said. And you know that. They want schools to open safely ONLY if the spread of COVID-19 in an area is under CONTROL. But given the GOP and this administration’s completely botched response in handling this pandemic, that will NOT be possible.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Ok, so we can't trust educators to safe distance or wear masks? Why in the hell are we letting them teach our children?",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
Schools must open in the fall. Early learning (K-4th) is so vital. Children won’t get what they need in most homes.,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
"I doubt Coronavirus will think oh no schools are closed today, how about I come back tomorrow :woozy_face:",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"Society is bound to fall
If
Schools fall.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"""This is what we are up against right now and No One is talking about it"" -This morning on Maria. 
Kids need schools to open. Schools help to keep our kids safer.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@STrimel Children dont catch nor spread covid, follow the science like u people preach. They need no masks, social distancing crap either. Ask the rest of the world. 
Stop using children as political pawns, its obvious when teachers unions r demanding medicare for all, etc.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"1-2% of #children die from #vaccines every year. .0002% of children have died from #Covid19. So...if we are going to keep our schools closed, then we can stop vaccinating the kids, right? #Democrat #COVIDー19 #Trump2020 #AskTheQ #WHOISQ",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@TerryAdirimMD @JosephSakran @drchethansathya @dbongino Why are they opening schools in Europe without any outbreaks?,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
"Open schools , colleges and universities .
We should stand with teachers.
#StandWithTeachers",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
My school shut down denying me access to my professors due to corona virus over exaggeration...... 2-3k$ for this month down the drain :),school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"It’s been four months, my kids have played with their neighborhood friends almost every day- none of us have COVID. Tell me why we can’t open up schools WITHOUT masks and social distancing?",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
"I know schools that've closed 3 times in the last 30 days. Such stunts are emotionally draining &amp; traumatizing to learners. They hinder effective learning, to make matters worse most matrics are taught using smartboards which are now affected by loadshedding",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"Reopen the schools because online classes are not benefitting us,they are causing more troubles.",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@DanCrenshawTX Schools need to reopen. The science shows children who do contract Covid do not become ill like adults and they do not pass it.,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
"And we do not know when these physical classrooms will happen. Parents cannot manage with apps at home, and the skilled teachers are preparing to normalise as far as possible. Till now it is ok. What if schools dont open till December? Year gone?",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"You know @realDonaldTrump you did it all wrong. You where suppose to demand that all schools stay closed, that way all schools would be opening!",school closures,AGAINST,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg,1.28E+18
How about equipping school districts deploy Food Truck Schools to their streets....Lunch and Learns .... Canopied open air with heat columns...ancient Greek lyceums refreshed. Nutrition boosted...real private sector and whole government effort....,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
"But I don’t get it. Why??
Why is everybody behind the pillar of civilisation? 
Is the ripple effect not visible?
Schools collapsing will result in the entire nation’s collapse!",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@Leafsbh @DrTomFrieden People die.  We cannot allow our Republic to die.  Open the schools!  Allow businesses to open if they choose. Allow people to choose to go out or not.  No more fear mongering and government control!,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
Stopping the work is the simplest thing can be done but skill lies in running the institutions in such situations. Hats off to schools but Govt wants something else !! @imBhupendrasinh @vijayrupanibjp @CMOGuj,school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
"Listening to @RitaHartIA conducting a round table on re-opening the schools. Great panel, including a school board member from the Quad-Cities. #IA02 #iapolitics",school closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
@adarsh_lohd @Francis_Joseph @imBhupendrasinh @CMOGuj @vijayrupanibjp Fee reduction can be implemented but to stop schools to collect fees completely is not fair &amp; not just teachers or schools but even parents are against this order.,school closures,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"#de Blasio reaffirmed Thursday New York City's plan is to have as many students in person in #school as possible when classes are scheduled to resume on #September 10

#NYC ",school closures,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.28E+18
"2. It's definitely World War 3! 

Coronavirus is the Invisible Enemy!

Mass graves... being dug out... that sounds like a War to me. 

But how do we win? 

Where do we run to? 

How do we survive to tell the story?",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"There are way more people with coronavirus than we know about. We should be cautious, but it is already in the community.  We need to mitigate and so some serious social distancing starting yesterday. Because...hello #italy",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.24E+18
I was thinking schools and teachers will be rewarded for their tremendous efforts after coming out from  Covid 19 problem but the advisors of Govt think differently. @imBhupendrasinh @vijayrupanibjp @CMOGuj,school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"The Yoyogi district, the main stadium for the Olympics, is close to Korean Town in Okubo.  Care must be taken when considering the effects of the coronavirus.
#Olympics2020 
#olympicscorona
#coronavirus 
#CoronaOutbreak 
#japan
#COVID2019uk",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.24E+18
just thinking abt how homeschooling is legal in all 50 U.S. states &amp; there are homeschooling support groups all over the place &amp; secular homeschooling is also a thing if you so desire,school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.28E+18
"Only a week ago I still believed COVID-19 is just another flu-like infection and people should stop panicking just because it's in the news. Each day I realise more that this was only a tactic to keep people calm, which I agree is important. Now stop wasting time",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.24E+18
"T-97 @___AmanYadav 
Why do private schools go to the High Court to seek justice? We don't want to spend the Court's precious time as you are our people representatives. Listen to our voice. We want to trust you. We want you to think holistically &amp; teacher in mind.",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.29E+18
"Which other sector has been banned from providing services or collecting revenue? 
So liquor shops, malls, all were poor hand-to-mouth and show must go on for them; while all schools have been doing is exploit parents! Is that how schools have been perceived",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@JeffreyGuterman Go home and spread it to their parents, siblings, grandparents, neighbors, friends...  That’s obviously ok with this #COVIDIOTS #WearADamnMask",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"Across India, a whole spectrum of parents and the government have taken to systematic outrage and criticising of school's charging fees in the lockdown period. They say the phones, laptops and broadband charges are expensive and unnecessary.",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@MysterySolvent The Picture of Orangian Gray

#CoronavirusPandemic #Covid_19 
#CoronaOutbreak #coronavirus #StockMarket #marketcrash #marketcrash",school closures,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.24E+18
"@ReginahMhaule @DBE_SA 
The @CyrilRamaphosa announcement that public school will close means that private schools remain open? Theoretically yes, is the ministry saying that there's no #COVID19 in private schools?
#schools",school closures,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg,1.29E+18
"@Akanksha_1009 Save schools, Save Teachers and Save the Students!!! #tweetstrom",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.29E+18
"#7 “We’re all going to get the coronavirus eventually, so what’s the difference?”
:bulb:Mortality will be much higher if millions get it all at once, before health systems have the time to build up capacity to respond.",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.24E+18
"Time is passing,the Coronavirus is not!#CUNY",school closures,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.24E+18
"Anyone who would strap a mask on their child's face for 5 minutes let alone 7 hours should be jailed for child abuse.  

Any Dr. who recommends putting a mask on a child should be stripped of their medical license - at the minimum.",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
Regardless if a teacher gets Coronavirus the government are still stating ONLY if you come back from an infected country are you allowed to self quarantine or you will not get paid ARE WE NOT A FUCKIN INFECTED COUNTRY?? #COVID2019uk #coronavirus #coronavirusuk,school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.24E+18
"I would like to hear from other parents about schools reopening. Amie is 16, she has flat out told me she won't go back until a vaccine exists. #COVID19 ",school closures,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.28E+18
Extending our support to #SaveOurSchools Campaign for protecting rights and interests of schools and teachers. @act_cmt stands strong with Pvt School Fraternity.,school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.29E+18
@RepValDemings But...but...but you said masks prevent everything!  All wear masks and,school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@DonaldJTrumpJr 

If a healthy person is diagnosed with #coronavirus and dies from any other cause, like hit by a bus or anything, our state government counts that as a #Covid19 death. 

These numbers are so damn flawed. 

Very frustrating. 

#GOP",school closures,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
